city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_21,0.6240000006487872,Male,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,never,56,1
city_98,0.9287642352215526,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,49,0
city_16,0.9099999702185009,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,159,0
city_150,0.6793312940306908,Male,No relevent experience,no_enrollment,Masters,STEM,13,50-99,Public Sector,>4,18,0
city_21,0.6239999950387611,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,1,30,1
city_114,0.9260000097237574,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,122,0
city_50,0.8976813295583764,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,>4,45,0
city_23,0.9041744524988644,Male,Has relevent experience,Full time course,Phd,STEM,4,100-500,Funded Startup,1,275,0
city_103,0.9199999999856551,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,3,24,0
city_146,0.745288275925925,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,55,0
city_21,0.6239999961482277,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,162,0
city_28,0.9456721945438273,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,34,0
city_27,0.8486390155196195,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,never,22,0
city_150,0.700746439381224,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,92,0
city_10,0.8969705942627809,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,20,0
city_103,0.9199999999866764,Male,Has relevent experience,no_enrollment,Masters,No Major,15,1000-4999,Pvt Ltd,4,43,0
city_150,0.7018767366353046,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,<10,Funded Startup,1,81,1
city_100,0.873805374197058,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,69,0
city_61,0.914693707267904,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,53,0
