StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
21-May-22,01-Jan-30,Production Technician II,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,31-01-1998,MA,Lineman,Female,25280.0,Black,Single,Fully Meets,3
02-Dec-19,08-Aug-20,Sales Manager,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Upon budget class college now this trade.,Software Engineering,Field Operations,19-04-1994,TN,Administrative,Male,46317.0,White,Single,Fully Meets,3
15-Oct-21,23-Oct-23,Production Technician I,CCDR,Active,Part-Time,Zone C,Part-Time,Retirement,Natural event religious during article total.,Production       ,Engineers,09-07-1943,MA,Laborer,Female,90194.0,Asian,Married,Fully Meets,3
04-Mar-19,11-Sep-21,Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Resignation,Win late significant throughout add.,Production       ,Wireline Construction,18-12-1967,MA,Driller,Female,47353.0,Asian,Married,Needs Improvement,3
25-May-21,10-Jun-21,Production Manager,EW,Active,Contract,Zone A,Part-Time,Retirement,Body move possible play. Relate husband Mrs.,Production       ,General - Eng,13-08-1981,MA,Manager,Female,23166.0,Black,Single,Fully Meets,3
05-Mar-19,01-Jan-30,Sr. Network Engineer,MSC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Splicing,12-10-1973,MA,Laborer,Male,64675.0,White,Widowed,Exceeds,3
04-Jul-20,23-Aug-25,Software Engineer,BPC,Active,Full-Time,Zone C,Full-Time,Voluntary,,Executive Office,Splicing,24-07-1961,MA,Laborer,Male,70469.0,Hispanic,Married,Fully Meets,1
05-Aug-23,13-Jan-29,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Software Engineering,Field Operations,08-06-1995,MA,Manager,Male,42732.0,White,Married,Fully Meets,2
15-Oct-20,16-Jun-25,Production Technician I,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Engineers,20-01-1945,MA,Locator,Female,37608.0,Black,Married,Fully Meets,4
17-Apr-22,07-Mar-22,Production Technician II,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Information race relate rich poor already make.,Software Engineering,General - Con,18-02-1953,MA,Driller,Male,72721.0,Black,Widowed,Fully Meets,3
26-Feb-21,27-Jun-23,BI Developer,SVG,Active,Part-Time,Zone A,Full-Time,Involuntary,Scientist strong team civil quality.,Executive Office,Yard (Material Handling),17-06-1961,MA,Attendant,Male,34330.0,Other,Divorced,Fully Meets,2
21-Jul-21,13-Nov-20,Production Technician I,SVG,Active,Full-Time,Zone A,Part-Time,Unk,Out always about must with ago here.,IT/IS,Engineers,26-12-1999,MA,Engineer,Male,46857.0,Asian,Widowed,Exceeds,3
11-Jul-19,01-Jan-30,Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Catv,19-10-1965,MA,Technician,Male,44237.0,White,Single,Fully Meets,3
08-Sep-21,26-Jun-22,Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Retirement,Fight look song material year happen.,Production       ,General - Eng,02-05-1963,MA,Foreman,Male,49791.0,Other,Single,Fully Meets,2
18-Aug-18,12-Feb-21,Production Technician I,MSC,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,07-09-1957,MA,Technician,Female,22536.0,Asian,Single,Fully Meets,3
09-Jan-22,01-Jan-30,Production Technician I,SVG,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Con,17-09-1954,MA,Laborer,Female,85369.0,White,Divorced,Exceeds,3
17-Mar-22,27-Sep-25,Production Technician I,SVG,Active,Part-Time,Zone C,Temporary,Voluntary,Professional military easy so.,Production       ,Project Management - Con,17-03-1960,MA,Coordinator,Female,49633.0,Black,Single,Fully Meets,3
24-Dec-20,02-Aug-26,Production Technician I,EW,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Splicing,09-03-1979,MA,Lineman,Female,74901.0,Asian,Single,Fully Meets,3
