StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
07-Jan-23,21-Nov-27,Production Technician I,BPC,Active,Full-Time,Zone B,Temporary,Unk,Success realize political move adult new.,Production       ,Technology / It,15-03-1942,MA,Locator,Male,90983,Hispanic,Widowed,Needs Improvement,3
28-Dec-18,10-Apr-27,Production Technician I,NEL,Active,Full-Time,Zone B,Full-Time,Unk,Large relate work treatment Mrs.,Production       ,General - Con,08-01-1965,MA,Foreman,Female,57569,Other,Married,Fully Meets,3
22-Jul-20,03-Jun-29,Production Technician I,PYZ,Active,Contract,Zone A,Full-Time,Unk,Remember teacher produce use voice.,Production       ,Shop (Fleet),07-10-1951,MA,Attendant,Female,32242,Hispanic,Single,Fully Meets,3
02-Oct-21,05-Jul-20,Area Sales Manager,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Media move management if my.,Sales,Wireless,19-08-1991,TN,Driver,Male,71652,Black,Married,Fully Meets,1
04-Mar-21,20-Jan-22,Database Administrator,EW,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Official minute everyone level thing economic.,Production       ,Field Operations,22-04-1997,MA,Vp,Male,15543,Black,Widowed,Needs Improvement,1
22-Feb-21,30-May-29,Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Unk,Keep many else little argue full the.,Production       ,Field Operations,19-12-2000,MA,Vp,Male,21829,Asian,Widowed,Fully Meets,1
24-Dec-19,30-Dec-29,Software Engineering Manager,CCDR,Active,Part-Time,Zone C,Temporary,Unk,Prevent involve hundred price.,Production       ,Yard (Material Handling),02-07-1979,MA,Locator,Female,14111,Asian,Divorced,Fully Meets,5
06-Jun-23,11-Jan-25,Production Manager,PL,Active,Part-Time,Zone A,Temporary,Unk,Capital course trade.,Production       ,Splicing,14-11-1963,MA,Ceo,Female,31355,Hispanic,Married,Fully Meets,3
20-Jan-23,13-Jun-19,Director of Operations,MSC,Active,Part-Time,Zone A,Full-Time,Retirement,Cultural responsibility whose wear.,IT/IS,Yard (Material Handling),29-12-1983,MA,Accounting,Male,13596,White,Single,Fully Meets,4
03-Jun-20,04-Dec-19,Network Engineer,PL,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,Too former relationship risk.,Production       ,Field Operations,19-09-1990,MA,Laborer,Female,63493,Asian,Single,Fully Meets,5
10-Jul-22,22-Jun-21,Production Technician I,BPC,Active,Contract,Zone C,Part-Time,Resignation,From continue left eye.,Production       ,Finance & Accounting,24-11-1962,MA,Supervisor,Male,65005,Asian,Divorced,Fully Meets,3
25-Jun-20,27-Jun-29,Sr. DBA,MSC,Active,Part-Time,Zone A,Part-Time,Unk,Space long most area product drug tree.,Production       ,Billable Consultants,21-07-1948,MA,Engineer,Female,30382,Other,Married,Fully Meets,3
