StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
22-Oct-19,02-Apr-29,Area Sales Manager,SVG,Active,Full-Time,Zone C,Full-Time,Voluntary,Big large training region.,Sales,General - Con,28-03-1948,MA,Operator,Female,74997,Black,Single,Exceeds,2
06-Aug-23,31-Oct-29,Production Technician II,BPC,Leave of Absence,Part-Time,Zone C,Part-Time,Unk,,Sales,General - Eng,03-09-1941,MA,Laborer,Female,1015,White,Single,Fully Meets,3
28-Mar-20,11-Nov-29,Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Unk,,Sales,General - Eng,03-09-1941,MA,Laborer,Female,10443,Other,Divorced,Fully Meets,3
06-Aug-23,24-Dec-29,Production Technician I,TNS,Active,Contract,Zone C,Part-Time,Retirement,,Production       ,Project Management - Con,14-10-1978,MA,Executive,Male,68898,Asian,Single,Exceeds,4
06-May-22,27-Jul-29,Data Analyst,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,Nor director yard within car into final.,Production       ,Project Management - Con,01-09-1984,MA,Clerk,Male,1015,Black,Married,Fully Meets,3
20-Jul-23,22-May-20,Production Technician II,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Executive Office,Shop (Fleet),18-09-1958,TX,Mechanic,Male,60794,Black,Widowed,Fully Meets,4
06-Aug-23,23-Jan-29,Network Engineer,PYZ,Active,Part-Time,Zone C,Temporary,Resignation,,Production       ,Finance & Accounting,21-08-1955,KY,Laborer,Female,1015,Hispanic,Single,Fully Meets,4
06-Aug-23,23-Aug-22,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Unk,Know blue difficult let black choice require.,Production       ,Field Operations,03-09-1941,MA,Foreman,Female,62552,Other,Divorced,PIP,2
18-Nov-20,03-Oct-29,Production Technician I,CCDR,Voluntarily Terminated,Contract,Zone C,Temporary,Resignation,,Production       ,Fielders,10-10-1958,MA,Laborer,Male,59428,Asian,Single,Fully Meets,2
07-Aug-22,13-Aug-29,Production Technician I,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,Investment radio bring who. Big move rise return.,Production       ,General - Eng,18-08-1965,MA,Administration,Female,16445,Black,Single,Fully Meets,2
