StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
01-Nov-18,14-Dec-22,Area Sales Manager,MSC,Active,Contract,Zone C,Part-Time,Involuntary,Can last meet shake imagine he.,Sales,General - Con,14-01-1959,MA,Laborer,Male,8433,Asian,Divorced,Fully Meets,2
01-Jun-19,25-Sep-29,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,22-08-1988,MA,Laborer,Male,9072,White,Married,Fully Meets,2
12-Aug-22,19-Nov-22,Production Technician I,MSC,Active,Part-Time,Zone C,Temporary,Involuntary,,Production       ,Field Operations,14-04-1958,MA,Laborer,Male,84660,Asian,Married,Fully Meets,3
03-Aug-19,27-Oct-22,Production Technician I,NEL,Active,Full-Time,Zone A,Full-Time,Retirement,,Production       ,Field Operations,19-02-1956,MA,Laborer,Female,94142,Asian,Married,Fully Meets,3
24-Mar-19,24-Dec-29,Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,03-01-1948,MA,Laborer,Male,48900,Black,Single,Fully Meets,3
06-Oct-19,20-Dec-29,Production Technician I,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,10-12-1958,MA,Technician,Female,43088,Black,Widowed,Fully Meets,3
28-May-19,30-Dec-21,Production Technician I,BPC,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,To prevent method stand decision.,Production       ,Field Operations,10-09-1987,MA,Laborer,Female,10351,Asian,Widowed,Fully Meets,3
15-Sep-22,26-Dec-29,Production Technician I,TNS,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,22-04-1959,MA,Laborer,Female,80752,Hispanic,Widowed,Fully Meets,3
10-Apr-22,14-Dec-29,Production Technician I,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,15-11-1957,MA,Laborer,Male,28599,Asian,Single,Fully Meets,3
03-May-19,20-Dec-22,Production Technician I,NEL,Active,Full-Time,Zone A,Full-Time,Voluntary,,Production       ,Field Operations,28-12-1959,MA,Laborer,Female,93538,White,Married,Fully Meets,3
17-Dec-22,19-Aug-23,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Resignation,,Production       ,Field Operations,26-02-1973,MA,Laborer,Female,74576,Other,Married,Fully Meets,3
22-May-23,20-Nov-29,Production Technician I,TNS,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,04-10-1944,MA,Laborer,Male,81854,Hispanic,Single,Fully Meets,3
20-Mar-19,14-Feb-23,Production Technician I,CCDR,Active,Full-Time,Zone C,Part-Time,Retirement,,Production       ,Field Operations,16-02-1957,MA,Engineer,Male,83356,Asian,Divorced,Fully Meets,3
17-Nov-21,22-Feb-23,Production Technician I,PYZ,Active,Contract,Zone A,Temporary,Involuntary,Stand cut knowledge staff course than class.,Production       ,Field Operations,03-04-1949,MA,Laborer,Male,76080,Asian,Divorced,Fully Meets,3
