StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
06-Aug-23,25-Dec-18,Sr. Network Engineer,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Aerial,03-09-1941,AL,Accounting,Male,97893.0,White,Divorced,Fully Meets,3
06-Aug-23,01-Jan-30,Accountant I,NEL,Active,Part-Time,Zone B,Full-Time,Involuntary,A discussion quite mission.,Production       ,Yard (Material Handling),03-09-1941,WA,Welder,Male,97893.0,Asian,Widowed,Fully Meets,4
06-Aug-23,01-Jan-30,Sr. Network Engineer,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Yard (Material Handling),09-07-2001,AL,Welder,Female,1015.0,Black,Divorced,Fully Meets,3
06-Aug-23,25-Dec-18,Sr. Network Engineer,NEL,Active,Full-Time,Zone B,Full-Time,Unk,A discussion quite mission.,Production       ,Aerial,09-07-2001,AL,Welder,Male,97893.0,Asian,Single,Fully Meets,2
11-Aug-18,01-Jan-30,Sr. Network Engineer,NEL,Active,Contract,Zone B,Full-Time,Unk,A discussion quite mission.,Production       ,Aerial,03-09-1941,AL,Welder,Male,1015.0,Asian,Married,Fully Meets,3
11-Aug-18,25-Dec-18,Accountant I,NEL,Active,Contract,Zone B,Full-Time,Involuntary,,Production       ,Aerial,03-09-1941,WA,Welder,Male,1015.0,Asian,Widowed,Fully Meets,4
06-Aug-23,25-Dec-18,Sr. Network Engineer,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Aerial,03-09-1941,AL,Welder,Male,97893.0,Asian,Widowed,PIP,4
06-Aug-23,01-Jan-30,Accountant I,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Yard (Material Handling),09-07-2001,AL,Welder,Female,97893.0,Black,Single,Fully Meets,4
11-Aug-18,01-Jan-30,Sr. Network Engineer,NEL,Active,Part-Time,Zone B,Full-Time,Resignation,,Production       ,Aerial,09-07-2001,AL,Accounting,Female,97893.0,Asian,Married,Fully Meets,3
06-Aug-23,01-Jan-30,Accountant I,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Aerial,03-09-1941,WA,Accounting,Male,1015.0,Hispanic,Widowed,Fully Meets,3
11-Aug-18,01-Jan-30,Sr. Network Engineer,PYZ,Terminated for Cause,Contract,Zone B,Full-Time,Unk,A discussion quite mission.,Production       ,Yard (Material Handling),09-07-2001,WA,Accounting,Male,1015.0,Asian,Widowed,Fully Meets,3
06-Aug-23,25-Dec-18,Sr. Network Engineer,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),03-09-1941,WA,Welder,Male,1015.0,Asian,Married,Fully Meets,3
06-Aug-23,01-Jan-30,Accountant I,MSC,Active,Contract,Zone B,Full-Time,Involuntary,,Production       ,Yard (Material Handling),03-09-1941,WA,Welder,Male,1015.0,Black,Widowed,Fully Meets,3
06-Aug-23,01-Jan-30,Accountant I,SVG,Active,Contract,Zone B,Full-Time,Involuntary,A discussion quite mission.,Production       ,Aerial,03-09-1941,AL,Accounting,Male,97893.0,Hispanic,Married,PIP,3
11-Aug-18,01-Jan-30,Sr. Network Engineer,MSC,Leave of Absence,Contract,Zone C,Part-Time,Unk,A discussion quite mission.,Software Engineering,Aerial,03-09-1941,WA,Accounting,Male,97893.0,White,Married,Fully Meets,3
11-Aug-18,25-Dec-18,Sr. Network Engineer,NEL,Active,Full-Time,Zone C,Full-Time,Voluntary,,Production       ,Yard (Material Handling),09-07-2001,AL,Accounting,Male,97893.0,Asian,Widowed,Fully Meets,4
06-Aug-23,01-Jan-30,Accountant I,NEL,Active,Part-Time,Zone B,Full-Time,Involuntary,A discussion quite mission.,Production       ,Aerial,03-09-1941,AL,Accounting,Male,97893.0,Asian,Married,Fully Meets,3
11-Aug-18,01-Jan-30,Sr. Network Engineer,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,03-09-1941,WA,Accounting,Male,97893.0,White,Single,Fully Meets,3
11-Aug-18,01-Jan-30,Sr. Network Engineer,BPC,Active,Part-Time,Zone B,Temporary,Retirement,,Production       ,Yard (Material Handling),09-07-2001,WA,Welder,Female,97893.0,White,Single,Fully Meets,4
11-Aug-18,01-Jan-30,Accountant I,PYZ,Active,Contract,Zone B,Temporary,Involuntary,,Production       ,Yard (Material Handling),03-09-1941,AL,Welder,Female,97893.0,Asian,Widowed,Fully Meets,3
11-Aug-18,01-Jan-30,Accountant I,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,,Production       ,Aerial,09-07-2001,AL,Welder,Male,1015.0,White,Single,Fully Meets,4
11-Aug-18,01-Jan-30,Accountant I,NEL,Terminated for Cause,Full-Time,Zone B,Full-Time,Resignation,A discussion quite mission.,Production       ,Aerial,09-07-2001,AL,Welder,Male,1015.0,Asian,Widowed,PIP,3
11-Aug-18,25-Dec-18,Sr. Network Engineer,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Unk,A discussion quite mission.,Production       ,Aerial,03-09-1941,WA,Accounting,Male,1015.0,Asian,Single,Fully Meets,1
06-Aug-23,25-Dec-18,Sr. Network Engineer,MSC,Voluntarily Terminated,Contract,Zone B,Temporary,Unk,,Production       ,Yard (Material Handling),03-09-1941,WA,Welder,Male,1015.0,Asian,Widowed,Fully Meets,3
11-Aug-18,01-Jan-30,Sr. Network Engineer,PYZ,Active,Contract,Zone B,Full-Time,Resignation,,Production       ,Aerial,03-09-1941,AL,Welder,Male,97893.0,Other,Single,Fully Meets,4
11-Aug-18,25-Dec-18,Accountant I,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Aerial,03-09-1941,AL,Welder,Male,97893.0,Asian,Married,Fully Meets,3
06-Aug-23,01-Jan-30,Accountant I,NEL,Leave of Absence,Part-Time,Zone B,Full-Time,Unk,A discussion quite mission.,Production       ,Yard (Material Handling),03-09-1941,WA,Welder,Female,1015.0,Asian,Widowed,Fully Meets,3
11-Aug-18,01-Jan-30,Sr. Network Engineer,PYZ,Leave of Absence,Contract,Zone A,Temporary,Unk,A discussion quite mission.,Executive Office,Yard (Material Handling),03-09-1941,WA,Accounting,Female,1015.0,Asian,Widowed,PIP,3
11-Aug-18,25-Dec-18,Sr. Network Engineer,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Aerial,09-07-2001,AL,Welder,Male,97893.0,Asian,Single,Fully Meets,5
