StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
14-Oct-22,01-Jan-30,Production Technician I,MSC,Active,Full-Time,Zone B,Part-Time,Involuntary,,Production       ,General - Con,30-08-1969,MA,Project Manager,Male,24100,Black,Married,Fully Meets,4
22-Feb-23,01-Jan-30,Software Engineer,NEL,Active,Part-Time,Zone B,Part-Time,Involuntary,,Sales,General - Con,05-03-1970,MA,Manager,Male,74839,White,Married,Fully Meets,2
04-May-22,01-Jan-30,Production Technician I,BPC,Active,Part-Time,Zone A,Part-Time,Voluntary,Hot stage record listen cost against.,Sales,Aerial,09-07-2001,MA,Assistant,Female,18823,White,Widowed,Fully Meets,3
09-Mar-22,29-Jun-23,Production Technician I,EW,Active,Full-Time,Zone B,Part-Time,Voluntary,Fund nor half early miss follow.,Production       ,General - Sga,24-10-1973,TX,Project Manager,Female,37469,Asian,Widowed,Needs Improvement,2
02-Dec-20,01-Jan-30,Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Unk,Thing stock near question mouth.,Production       ,Executive,13-09-1997,CA,Foreman,Male,22889,Asian,Widowed,Fully Meets,1
29-Apr-22,01-Jan-30,IT Support,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,,IT/IS,General - Con,24-11-1985,MA,Laborer,Male,84213,Asian,Divorced,Fully Meets,2
30-Jun-21,01-Jan-30,Production Technician II,CCDR,Active,Full-Time,Zone A,Part-Time,Retirement,,Production       ,General - Con,01-01-1991,MA,Splicer,Female,29159,Asian,Single,Fully Meets,5
29-Dec-19,10-Jan-25,Area Sales Manager,CCDR,Active,Full-Time,Zone A,Part-Time,Resignation,Sit energy consider voice director.,IT/IS,Project Management - Con,16-03-1983,PA,Engineer,Female,65091,Other,Single,Fully Meets,2
08-Nov-21,06-Aug-23,Sr. Network Engineer,WBL,Active,Part-Time,Zone B,Full-Time,Involuntary,Professor now audience lay box.,Production       ,General - Con,09-07-2001,MA,Foreman,Female,57409,Other,Single,PIP,2
06-Aug-23,01-Jan-30,Production Technician II,BPC,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Aerial,09-06-2000,MA,Clerk,Female,21239,Hispanic,Married,Fully Meets,3
23-Feb-22,25-Feb-22,Area Sales Manager,PL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Unk,Each wish foot person morning per significant.,Production       ,General - Eng,09-07-2001,MA,Foreman,Female,23435,Black,Divorced,Fully Meets,4
11-Apr-21,01-Jan-30,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Involuntary,Hold season meeting voice.,IT/IS,General - Con,09-11-1997,MA,Engineer,Female,23198,Asian,Single,Fully Meets,3
30-Sep-21,01-Jan-30,Production Technician II,WBL,Terminated for Cause,Part-Time,Zone B,Part-Time,Retirement,,IT/IS,Field Operations,13-12-1967,MA,Laborer,Female,70676,Other,Divorced,Exceeds,2
06-Feb-21,01-Jan-30,Production Technician II,CCDR,Active,Contract,Zone A,Full-Time,Retirement,Food few generation seek outside.,Sales,Engineers,09-07-2001,MA,Intern,Female,32626,Black,Divorced,Fully Meets,2
12-Dec-18,30-Dec-23,Network Engineer,MSC,Active,Contract,Zone A,Temporary,Retirement,,Sales,Aerial,26-05-1994,NC,Manager,Male,22397,Hispanic,Single,Fully Meets,4
06-Aug-23,01-Jan-30,Area Sales Manager,SVG,Active,Full-Time,Zone B,Temporary,Involuntary,,Production       ,Field Operations,28-08-1988,MA,Project Manager,Male,28987,Hispanic,Married,Fully Meets,3
21-Oct-20,08-Jun-23,IT Support,PL,Active,Part-Time,Zone A,Part-Time,Retirement,,Production       ,Engineers,05-05-1989,MA,Project Manager,Female,11429,Hispanic,Widowed,Exceeds,3
15-Oct-22,01-Jan-30,Production Technician I,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,12-02-1995,MA,Administrative,Female,51937,Other,Divorced,Fully Meets,3
10-Nov-19,01-Jan-30,President & CEO,CCDR,Active,Full-Time,Zone A,Part-Time,Involuntary,Fast glass machine compare after check.,Software Engineering,General - Con,06-09-1962,MA,Engineer,Male,23780,Hispanic,Divorced,Fully Meets,3
06-Aug-23,16-Mar-24,Production Technician I,PYZ,Active,Full-Time,Zone A,Full-Time,Involuntary,,Production       ,General - Sga,09-07-2001,MA,Technician,Female,67293,White,Single,Needs Improvement,4
02-Sep-22,17-Jul-21,Production Technician I,BPC,Active,Part-Time,Zone A,Full-Time,Retirement,,Sales,General - Con,18-09-1962,MA,Manager,Female,65867,Other,Single,Fully Meets,2
11-Apr-20,24-May-23,IT Director,MSC,Leave of Absence,Contract,Zone B,Temporary,Unk,Scientist become a become value cell policy.,Production       ,Field Operations,21-02-1983,MA,Foreman,Female,72804,Asian,Single,Fully Meets,3
19-Nov-22,20-Aug-23,Database Administrator,TNS,Leave of Absence,Full-Time,Zone A,Full-Time,Resignation,,Production       ,General - Con,09-07-2001,MA,Project Manager,Male,3596,Hispanic,Married,Needs Improvement,3
26-Nov-22,13-Aug-24,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Resignation,,IT/IS,Field Operations,09-07-2001,MA,Director,Female,83069,Asian,Married,Fully Meets,2
06-Aug-23,26-Oct-24,Production Technician II,WBL,Active,Full-Time,Zone C,Temporary,Unk,Thus whether read kitchen itself.,Production       ,General - Con,26-04-1963,MA,Administration,Female,16900,White,Widowed,Needs Improvement,2
30-Dec-21,07-Jun-24,Production Technician I,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,24-01-1997,MA,Lineman,Female,57004,Asian,Widowed,Exceeds,3
06-Aug-23,07-Nov-29,Senior BI Developer,CCDR,Active,Part-Time,Zone A,Temporary,Resignation,Line know television.,Production       ,General - Con,01-02-1955,MA,Supervisor,Male,17600,Black,Widowed,Fully Meets,2
07-Jan-23,09-Sep-23,Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Involuntary,,IT/IS,General - Con,19-03-1978,MA,Lineman,Male,8268,White,Single,Fully Meets,3
01-Feb-23,17-Oct-23,Sr. Network Engineer,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,,Admin Offices,Wireline Construction,09-07-2001,MA,Planner,Male,36507,Asian,Divorced,Fully Meets,4
06-Aug-23,03-Sep-29,Production Technician II,CCDR,Voluntarily Terminated,Contract,Zone A,Full-Time,Retirement,,Production       ,General - Con,01-03-1989,MA,Laborer,Female,53610,Other,Married,Fully Meets,2
06-Aug-23,12-Aug-21,CIO,CCDR,Active,Full-Time,Zone B,Temporary,Resignation,,IT/IS,Splicing,09-07-2001,MA,Foreman,Male,12166,Black,Married,Fully Meets,5
28-Dec-18,27-Mar-24,Production Technician I,CCDR,Active,Part-Time,Zone B,Full-Time,Unk,,Sales,Splicing,18-02-1986,MA,Program Manager,Female,18285,Asian,Widowed,Fully Meets,2
08-Mar-23,01-Jan-30,Production Technician I,BPC,Leave of Absence,Part-Time,Zone A,Temporary,Unk,,Production       ,Underground,09-07-2001,NH,Lineman,Male,30303,Black,Single,Fully Meets,5
17-Mar-20,17-Sep-22,Production Technician I,WBL,Terminated for Cause,Contract,Zone B,Full-Time,Unk,,Production       ,Safety,04-05-1968,MA,Project Manager,Female,41006,White,Divorced,Fully Meets,3
07-Oct-22,15-Dec-23,Production Manager,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,,Production       ,Project Management - Eng,17-08-1987,MA,Coordinator,Female,10688,Hispanic,Married,Fully Meets,2
12-Oct-22,01-Jan-30,Production Technician II,SVG,Active,Contract,Zone B,Temporary,Retirement,Sort blue time total.,Production       ,General - Con,27-03-1980,TN,Foreman,Male,22324,Hispanic,Married,Fully Meets,4
