StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
10-May-23,28-May-21,Production Technician I,PYZ,Leave of Absence,Contract,Zone A,Full-Time,Resignation,Here employee minute officer southern.,Production       ,General - Con,27-05-1981,MA,Accounting,Male,54324,Asian,Divorced,Fully Meets,3
18-Nov-21,27-Oct-29,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Unk,Much try remember natural.,Production       ,People Services,08-09-1999,MA,Project Manager,Male,67535,Black,Divorced,Fully Meets,1
31-Oct-18,15-Jan-29,Production Technician I,PL,Active,Full-Time,Zone A,Temporary,Unk,Control store point.,Production       ,Wireless,30-01-1990,MA,Safety,Female,90866,White,Widowed,Fully Meets,3
17-Sep-18,20-Mar-24,Production Technician I,NEL,Active,Part-Time,Zone C,Temporary,Unk,Success realize political move adult new.,Production       ,Splicing,15-06-1977,MA,Project Manager,Female,9394,Black,Married,PIP,3
16-Apr-19,14-Dec-22,Production Manager,BPC,Active,Contract,Zone B,Full-Time,Retirement,Center west table security.,Software Engineering,Shop (Fleet),09-04-1985,MA,Flagger,Female,5626,Hispanic,Single,Fully Meets,3
09-Apr-22,30-Aug-24,IT Support,PL,Active,Part-Time,Zone A,Part-Time,Unk,Late least forward bill realize camera.,IT/IS,Catv,26-04-1991,MA,Services,Male,20892,Black,Married,Fully Meets,4
02-Mar-21,23-Sep-25,Production Technician I,PL,Active,Contract,Zone C,Full-Time,Unk,Teacher door money tend song.,Production       ,Underground,13-09-1944,MA,Helper,Male,68263,Other,Married,Fully Meets,3
25-Aug-19,09-Sep-24,BI Director,NEL,Active,Contract,Zone A,Part-Time,Unk,Here employee minute officer southern.,Software Engineering,General - Eng,25-10-1981,MA,Driver,Male,86381,Hispanic,Single,Fully Meets,4
03-Mar-19,27-Jun-25,Area Sales Manager,NEL,Active,Contract,Zone A,Part-Time,Unk,Shake war over young like anything order.,Sales,Executive,27-01-1984,WA,Administrator,Male,22176,Hispanic,Widowed,Fully Meets,2
01-Jul-23,07-Feb-21,BI Director,MSC,Terminated for Cause,Contract,Zone A,Temporary,Involuntary,Theory grow future week house.,Production       ,General - Con,07-04-1998,MA,Laborer,Female,22538,White,Single,Fully Meets,4
30-Sep-21,17-Mar-28,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Unk,Maintain program process present knowledge PM.,Production       ,General - Eng,05-11-1998,MA,Field Project Manager,Male,23724,Asian,Divorced,Fully Meets,3
21-Oct-21,18-Mar-20,Production Technician II,PYZ,Active,Full-Time,Zone C,Part-Time,Resignation,Off part culture choose strong public.,Software Engineering,Executive,12-02-1972,MA,Laborer,Male,90763,Other,Married,Fully Meets,3
18-Aug-22,18-Apr-20,Production Technician I,PL,Active,Contract,Zone B,Full-Time,Voluntary,Program personal mean life source reach.,Production       ,Field Operations,21-06-1981,MA,Top Hand,Female,34133,Other,Single,Fully Meets,3
30-Oct-22,21-Jun-21,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Resignation,Design and respond dog true knowledge.,Production       ,People Services,07-01-1977,MA,Foreman,Female,31422,Hispanic,Widowed,Needs Improvement,4
16-Dec-18,19-Jul-28,Production Technician I,CCDR,Active,Contract,Zone A,Part-Time,Unk,New out peace director fish.,Production       ,People Services,12-03-1995,MA,Laborer,Female,1125,Black,Widowed,Fully Meets,2
14-Aug-18,17-Jul-27,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Unk,History follow budget forget instead mind.,Production       ,General - Con,28-10-1953,MA,Laborer,Female,16462,Asian,Divorced,Fully Meets,3
09-Jan-23,19-Dec-23,Production Technician I,TNS,Active,Full-Time,Zone B,Part-Time,Voluntary,Officer thus service.,Production       ,Splicing,05-04-1967,MA,Executive Assistant,Female,96267,Asian,Widowed,Fully Meets,3
03-May-19,07-Jul-25,Shared Services Manager,BPC,Active,Contract,Zone C,Temporary,Unk,Guy ten dream. Thing he care series.,Production       ,Wireline Construction,07-05-1986,MA,Shop,Male,90452,Hispanic,Married,Fully Meets,3
22-Aug-22,30-Sep-23,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Voluntary,Big large training region.,Production       ,General - Con,08-11-1987,MA,Estimator,Female,66434,Black,Divorced,Fully Meets,4
12-Jan-22,17-Oct-28,Production Technician I,NEL,Active,Contract,Zone B,Full-Time,Unk,Control head ground agreement check ever.,Production       ,Field Operations,16-12-1942,MA,Laborer,Male,36739,Black,Divorced,Fully Meets,2
15-Jan-23,15-Jan-21,IT Manager - Support,WBL,Active,Part-Time,Zone C,Temporary,Retirement,Participant create society method tough team.,Production       ,Project Management - Con,04-08-1980,MA,Attendant,Male,60026,Asian,Single,Needs Improvement,3
11-Feb-23,10-Oct-25,Production Technician I,WBL,Active,Contract,Zone C,Part-Time,Unk,Professor phone billion none very evidence.,Production       ,Shop (Fleet),17-10-1979,MA,Project Coordinator,Female,78041,Hispanic,Married,Exceeds,1
02-Jul-22,10-Aug-26,Senior BI Developer,NEL,Active,Part-Time,Zone B,Full-Time,Unk,Few attorney all campaign town reflect behavior.,Production       ,Underground,24-11-1981,MA,Safety,Female,19609,Asian,Divorced,Needs Improvement,3
11-Oct-18,01-Oct-21,Sr. Network Engineer,EW,Active,Full-Time,Zone A,Temporary,Voluntary,Determine building society soldier.,Production       ,General - Con,16-05-2000,MA,Planner,Female,50604,White,Married,Fully Meets,1
10-Dec-22,10-Sep-20,Senior BI Developer,SVG,Active,Full-Time,Zone A,Full-Time,Retirement,Everything discover represent full.,Executive Office,Wireline Construction,30-06-1948,MA,Drafter,Female,23590,Black,Widowed,Fully Meets,3
26-Sep-20,18-Jan-26,BI Developer,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,Perform question beyond article.,Executive Office,Field Operations,18-04-1975,MA,Mechanic,Female,52475,Black,Single,Fully Meets,4
14-Jan-21,19-Jan-21,Area Sales Manager,PYZ,Active,Contract,Zone A,Full-Time,Voluntary,Smile most around.,Sales,Project Management - Eng,03-09-1945,KY,Flagger,Male,7161,Asian,Single,Fully Meets,2
27-Jan-21,03-Jun-25,Accountant I,CCDR,Active,Part-Time,Zone A,Temporary,Unk,Keep many else little argue full the.,IT/IS,Aerial,31-01-1965,MA,Services,Male,10702,Asian,Widowed,Fully Meets,3
01-Feb-19,05-Aug-22,Network Engineer,MSC,Active,Contract,Zone C,Temporary,Retirement,Effort situation use necessary.,IT/IS,Finance & Accounting,26-12-1959,MA,Clerical,Female,43910,White,Widowed,Fully Meets,3
16-Sep-21,12-Mar-19,Database Administrator,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,A discussion quite mission.,IT/IS,Field Operations,05-12-1987,MA,Foreman,Male,16494,Asian,Single,Fully Meets,3
09-Feb-21,08-Oct-19,Production Technician I,PL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Take nice into true side job.,Production       ,Engineers,17-06-1991,MA,Laborer,Female,6819,White,Divorced,Fully Meets,3
16-Jun-21,02-Mar-28,Production Technician I,WBL,Active,Contract,Zone B,Temporary,Unk,Herself Mr office bed.,Production       ,Field Operations,12-10-1975,MA,Operator,Male,83913,Hispanic,Single,Fully Meets,3
19-Oct-21,06-Jun-20,IT Director,TNS,Terminated for Cause,Full-Time,Zone C,Part-Time,Retirement,Lead throw others.,IT/IS,Underground,12-04-1955,MA,Technician,Female,78780,Hispanic,Widowed,Exceeds,3
30-Aug-22,04-May-19,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Retirement,Simply game everyone despite line.,Production       ,Finance & Accounting,09-12-1945,MA,Laborer,Female,30960,White,Married,Fully Meets,3
