StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
11-Aug-18,24-Sep-29,Production Technician I,MSC,Active,Part-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Aerial,21-11-1946,MA,Technician,Male,19980,Black,Single,Fully Meets,4
13-Jan-21,08-Dec-29,Production Technician I,WBL,Voluntarily Terminated,Contract,Zone C,Part-Time,Unk,Food few generation seek outside.,Production       ,Field Operations,26-06-2000,MA,Technician,Female,15377,Hispanic,Widowed,Fully Meets,5
17-Jan-22,14-Oct-22,Production Technician I,BPC,Future Start,Part-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,26-11-1955,MA,Manager,Male,97893,Asian,Divorced,Fully Meets,4
16-Oct-20,28-Jun-23,Production Technician I,EW,Future Start,Full-Time,Zone C,Temporary,Involuntary,Food few generation seek outside.,Production       ,Field Operations,14-07-1957,MA,Foreman,Female,22127,Asian,Divorced,Fully Meets,2
02-May-22,25-Mar-23,Area Sales Manager,PYZ,Active,Contract,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Sales,People Services,24-08-1968,MA,Technician,Male,71146,Hispanic,Divorced,Fully Meets,2
06-Sep-22,28-Dec-29,Production Technician II,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,Food few generation seek outside.,Production       ,General - Con,30-11-1963,MA,Technician,Female,44618,Asian,Widowed,Fully Meets,4
01-Nov-19,12-Jan-23,Production Technician I,EW,Future Start,Contract,Zone C,Part-Time,Involuntary,Food few generation seek outside.,IT/IS,General - Sga,03-09-1997,MA,Technician,Female,86325,Black,Divorced,Fully Meets,4
30-Jul-20,05-Dec-22,Production Technician I,SVG,Future Start,Part-Time,Zone B,Part-Time,Unk,Exactly vote including easy.,Production       ,Field Operations,25-02-1946,MA,Foreman,Male,75018,Hispanic,Widowed,Fully Meets,3
19-Jun-19,01-Jan-30,Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,IT/IS,General - Sga,13-05-1969,CO,Technician,Male,24471,Other,Divorced,Fully Meets,3
31-Oct-21,16-Aug-23,Production Manager,BPC,Future Start,Part-Time,Zone A,Part-Time,Unk,Food few generation seek outside.,Production       ,Project Management - Con,12-03-1979,MA,Laborer,Female,44744,Hispanic,Widowed,Fully Meets,4
11-Apr-20,04-Sep-22,Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Unk,Food few generation seek outside.,Production       ,General - Con,23-11-1972,MA,Technician,Female,50526,Black,Widowed,Fully Meets,3
12-Jan-22,10-May-23,Production Technician II,EW,Active,Contract,Zone C,Part-Time,Unk,Food few generation seek outside.,Production       ,Field Operations,22-08-1969,MA,Technician,Female,63622,Asian,Widowed,Fully Meets,2
11-Jul-20,14-Mar-23,Production Technician I,CCDR,Active,Full-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,26-10-1944,MA,Technician,Male,72772,Hispanic,Divorced,Fully Meets,3
18-May-21,01-Jan-30,Production Technician I,PYZ,Future Start,Full-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Field Operations,20-10-1998,MA,Lineman,Female,21053,Other,Single,Fully Meets,3
13-Nov-18,09-Oct-27,Production Technician I,PL,Active,Part-Time,Zone B,Part-Time,Unk,Food few generation seek outside.,Production       ,Field Operations,09-04-1991,MA,Technician,Male,71489,Other,Widowed,Fully Meets,4
16-Feb-22,01-Jan-30,Production Technician I,NEL,Future Start,Contract,Zone A,Part-Time,Unk,Know blue difficult let black choice require.,Production       ,General - Sga,03-11-1945,MA,Laborer,Female,71505,Asian,Widowed,Fully Meets,3
20-Mar-22,17-Sep-24,Production Technician I,EW,Active,Contract,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,01-03-1953,MA,Technician,Male,69431,Other,Divorced,Fully Meets,4
23-Aug-22,17-Mar-23,Production Technician I,PYZ,Future Start,Contract,Zone C,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Production       ,Field Operations,04-10-1979,MA,Laborer,Female,28503,White,Divorced,Exceeds,2
01-Mar-21,17-Jan-23,President & CEO,CCDR,Future Start,Contract,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Engineers,28-08-1979,MA,Engineer,Male,15775,Black,Married,Fully Meets,4
29-Mar-19,04-Nov-22,Production Technician I,EW,Future Start,Contract,Zone B,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,01-07-1953,MA,Director,Male,41359,Other,Single,Fully Meets,3
01-Apr-22,25-Apr-23,Production Technician I,WBL,Future Start,Full-Time,Zone C,Full-Time,Involuntary,Great relate within you. Red bill unit school.,IT/IS,General - Sga,15-12-1974,MA,Foreman,Male,72617,Asian,Married,Exceeds,3
23-Jan-20,01-Jan-30,Area Sales Manager,BPC,Future Start,Part-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Sales,General - Con,08-06-1952,KY,Laborer,Female,75522,Asian,Married,Fully Meets,2
28-Feb-23,08-Dec-29,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Food few generation seek outside.,Production       ,Field Operations,14-10-1998,MA,Technician,Male,73419,Asian,Divorced,Fully Meets,2
02-Aug-22,21-Dec-24,Area Sales Manager,BPC,Active,Full-Time,Zone A,Temporary,Resignation,Food few generation seek outside.,Sales,General - Con,29-10-1981,MA,Technician,Male,59598,Asian,Widowed,Fully Meets,1
19-Nov-21,01-Jan-30,Production Technician I,SVG,Future Start,Contract,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Field Operations,01-07-1998,MA,Administrator,Female,1015,Black,Single,Fully Meets,3
04-Dec-22,22-Nov-29,Production Technician I,WBL,Future Start,Full-Time,Zone B,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Field Operations,06-04-1968,MA,Engineer,Female,16367,Black,Married,Fully Meets,4
02-Dec-20,10-Mar-23,Production Technician I,TNS,Future Start,Full-Time,Zone A,Full-Time,Unk,Food few generation seek outside.,Sales,Field Operations,30-04-1944,MA,Laborer,Male,10606,Asian,Widowed,Fully Meets,3
21-Jul-19,13-Jan-20,Production Technician I,MSC,Future Start,Part-Time,Zone B,Temporary,Unk,Food few generation seek outside.,Production       ,Fielders,26-09-1971,MA,Engineer,Female,3041,Asian,Widowed,Fully Meets,3
13-Nov-20,22-Mar-22,Production Technician II,EW,Active,Part-Time,Zone B,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Production       ,Field Operations,29-10-1950,MA,Technician,Female,73813,Black,Divorced,Exceeds,4
18-Apr-22,03-Jun-23,Production Technician I,EW,Future Start,Full-Time,Zone A,Full-Time,Involuntary,Food few generation seek outside.,Sales,Field Operations,12-08-1977,MA,Laborer,Male,56539,Asian,Married,Fully Meets,3
29-Jun-22,15-Jun-29,Production Technician II,TNS,Active,Contract,Zone B,Part-Time,Resignation,Food few generation seek outside.,Production       ,General - Sga,14-01-1972,MA,Technician,Male,38038,White,Widowed,Fully Meets,3
23-Jan-20,01-Jan-30,Production Technician I,CCDR,Future Start,Full-Time,Zone C,Part-Time,Unk,Great relate within you. Red bill unit school.,Production       ,Engineers,03-05-1958,MA,Laborer,Male,17106,Other,Widowed,PIP,3
24-Mar-22,02-Jun-23,Production Technician I,CCDR,Future Start,Contract,Zone A,Part-Time,Involuntary,Station opportunity already agency blood answer.,Production       ,Field Operations,05-12-1982,MA,Groundman,Female,2425,Hispanic,Married,Fully Meets,4
