Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
reason_13,month_10,day_5,season_3,227,44,1970-01-01,41,301.8418668557679,85,0,education_4,son_2,1,1,pet_0,64,188,33,1970-01-01
reason_23,month_5,day_4,season_4,169,27,1970-01-01,31,245.16482937728426,92,0,education_1,son_4,0,0,pet_0,93,166,25,1970-01-01
reason_1,month_8,day_4,season_3,128,11,1970-01-01,41,287.4010974879592,94,0,education_3,son_3,1,0,pet_0,85,181,20,1970-01-01
reason_1,month_0,day_5,season_4,298,24,1970-01-01,40,234.79780503767583,87,1,education_4,son_3,1,0,pet_4,80,187,22,1970-01-01
reason_24,month_9,day_4,season_1,325,51,1970-01-01,35,283.6417109413047,95,0,education_2,son_3,0,1,pet_5,62,178,33,1970-01-01
reason_13,month_12,day_6,season_2,251,14,1970-01-01,37,223.8023011180666,84,0,education_1,son_3,0,0,pet_5,86,178,25,1970-01-01
reason_25,month_1,day_4,season_3,348,26,1970-01-01,38,360.92324022280894,97,0,education_4,son_0,1,1,pet_1,91,185,21,1970-01-01
reason_2,month_7,day_2,season_3,196,34,1970-01-01,43,367.82164818065905,84,1,education_3,son_3,0,1,pet_5,108,168,36,1970-01-01
reason_25,month_3,day_6,season_2,136,44,1970-01-01,50,309.5904433009857,84,0,education_1,son_3,0,1,pet_2,108,189,25,1970-01-01
reason_12,month_5,day_5,season_2,318,44,1970-01-01,31,366.35471175994263,82,1,education_1,son_0,0,1,pet_0,91,173,38,1970-01-01
reason_19,month_0,day_5,season_4,347,5,1970-01-01,36,343.74006131633826,97,1,education_4,son_0,1,0,pet_0,105,192,34,1970-01-01
reason_3,month_0,day_4,season_1,157,14,1970-01-01,53,230.80209663021964,99,0,education_3,son_3,0,1,pet_0,64,178,21,1970-01-01
reason_24,month_7,day_2,season_2,179,16,1970-01-01,57,214.43633736151617,89,1,education_2,son_2,1,0,pet_1,60,191,21,1970-01-01
reason_6,month_10,day_2,season_4,243,42,1970-01-01,39,252.00636063816884,82,1,education_2,son_4,0,1,pet_0,68,174,26,1970-01-01
reason_13,month_12,day_4,season_3,325,35,1970-01-01,32,240.92631525917614,95,0,education_3,son_4,1,0,pet_1,106,183,31,1970-01-01
reason_17,month_5,day_6,season_3,284,13,1970-01-01,32,304.9285887208929,90,1,education_3,son_4,1,0,pet_5,98,180,28,1970-01-01
reason_14,month_3,day_5,season_1,262,20,1970-01-01,57,367.8361589577123,83,0,education_2,son_1,0,1,pet_4,65,181,37,1970-01-01
reason_25,month_11,day_6,season_2,241,39,1970-01-01,53,285.23068606444997,87,1,education_4,son_0,1,0,pet_4,97,181,21,1970-01-01
reason_19,month_6,day_2,season_4,337,14,1970-01-01,36,212.17195554613613,94,1,education_4,son_3,0,0,pet_0,107,190,38,1970-01-01
reason_4,month_11,day_5,season_2,348,26,1970-01-01,31,239.30680755112172,81,1,education_4,son_1,1,0,pet_4,88,180,20,1970-01-01
reason_19,month_6,day_3,season_4,264,19,1970-01-01,44,318.21291116331537,94,1,education_1,son_3,0,1,pet_0,92,176,37,1970-01-01
reason_24,month_2,day_6,season_1,231,27,1970-01-01,42,304.933331318333,88,0,education_3,son_1,1,0,pet_0,90,183,25,1970-01-01
reason_4,month_1,day_4,season_4,222,28,1970-01-01,28,351.55403973386285,82,0,education_4,son_3,0,0,pet_8,81,168,33,1970-01-01
reason_22,month_8,day_3,season_4,304,11,1970-01-01,49,316.76958445846424,87,1,education_3,son_0,1,0,pet_8,64,187,22,1970-01-01
reason_28,month_6,day_3,season_2,184,48,1970-01-01,47,256.43362618651304,85,1,education_2,son_2,1,0,pet_8,56,165,24,1970-01-01
reason_4,month_4,day_2,season_1,254,25,1970-01-01,56,352.98639464637233,88,1,education_3,son_4,1,0,pet_0,61,163,26,1970-01-01
reason_27,month_9,day_4,season_3,311,52,1970-01-01,55,337.6197061562483,90,0,education_1,son_4,1,1,pet_5,89,189,28,1970-01-01
reason_21,month_3,day_6,season_3,328,51,1970-01-01,42,286.3420637974476,87,0,education_4,son_4,0,0,pet_0,60,170,30,1970-01-01
reason_15,month_12,day_3,season_2,364,16,1970-01-01,34,206.69537311043803,98,0,education_3,son_0,1,0,pet_1,96,176,32,1970-01-01
reason_28,month_4,day_3,season_1,312,25,1970-01-01,52,257.17785591505015,96,1,education_3,son_3,0,0,pet_2,108,192,33,1970-01-01
reason_19,month_8,day_2,season_4,378,41,1970-01-01,58,361.0678452933687,86,1,education_4,son_4,0,0,pet_5,72,181,38,1970-01-01
reason_26,month_2,day_4,season_4,387,33,1970-01-01,48,362.0290523939429,86,0,education_2,son_3,0,0,pet_2,61,177,32,1970-01-01
reason_6,month_5,day_2,season_2,290,23,1970-01-01,55,241.72472200592216,94,0,education_2,son_4,0,1,pet_8,64,163,24,1970-01-01
reason_5,month_2,day_5,season_1,179,40,1970-01-01,37,214.3178843569588,90,1,education_1,son_1,0,1,pet_0,58,173,21,1970-01-01
reason_10,month_4,day_4,season_2,361,42,1970-01-01,36,364.83798660469404,86,0,education_2,son_2,1,0,pet_5,60,175,33,1970-01-01
reason_9,month_12,day_5,season_1,318,44,1970-01-01,37,308.6300884008365,85,1,education_1,son_3,1,0,pet_1,65,190,29,1970-01-01
reason_19,month_11,day_6,season_1,211,36,1970-01-01,33,308.95582446606625,81,1,education_4,son_2,1,0,pet_2,88,183,22,1970-01-01
reason_1,month_10,day_6,season_4,359,36,1970-01-01,39,231.75379970452994,88,0,education_2,son_3,1,1,pet_5,101,196,37,1970-01-01
reason_8,month_2,day_2,season_4,254,9,1970-01-01,40,209.91947273955554,95,1,education_1,son_2,0,0,pet_4,105,193,31,1970-01-01
reason_15,month_1,day_5,season_2,209,6,1970-01-01,57,223.0276748744658,90,0,education_3,son_2,0,1,pet_8,66,196,22,1970-01-01
reason_22,month_2,day_5,season_4,146,52,1970-01-01,38,218.3398601763624,100,1,education_4,son_2,0,1,pet_0,78,166,35,1970-01-01
reason_18,month_5,day_5,season_2,174,33,1970-01-01,57,360.9165482305681,95,1,education_2,son_0,0,0,pet_0,65,185,27,1970-01-01
reason_7,month_12,day_3,season_3,194,28,1970-01-01,39,281.0820730709054,91,1,education_4,son_0,0,1,pet_5,60,179,35,1970-01-01
reason_25,month_4,day_6,season_4,385,11,1970-01-01,53,286.9968893266123,97,1,education_1,son_2,1,1,pet_0,58,194,25,1970-01-01
reason_15,month_8,day_5,season_2,235,12,1970-01-01,42,365.3670527459591,88,0,education_2,son_4,1,0,pet_8,72,185,32,1970-01-01
reason_3,month_9,day_5,season_2,199,22,1970-01-01,57,333.6549824412681,88,1,education_1,son_4,0,0,pet_0,82,187,37,1970-01-01
reason_9,month_7,day_6,season_4,372,46,1970-01-01,56,228.29249602576735,94,0,education_2,son_1,0,1,pet_2,70,185,37,1970-01-01
reason_28,month_11,day_4,season_3,355,51,1970-01-01,46,367.8033014648992,97,0,education_2,son_0,1,0,pet_4,81,178,31,1970-01-01
reason_3,month_4,day_5,season_1,200,17,1970-01-01,38,243.77197105338115,89,0,education_1,son_0,1,0,pet_2,75,163,19,1970-01-01
reason_23,month_3,day_2,season_3,136,50,1970-01-01,31,252.72743148183392,90,0,education_4,son_1,0,1,pet_4,100,182,22,1970-01-01
reason_22,month_8,day_6,season_1,174,7,1970-01-01,51,342.12226400338704,88,0,education_1,son_2,1,0,pet_8,76,173,23,1970-01-01
reason_26,month_2,day_5,season_2,127,21,1970-01-01,47,234.97560277596864,81,1,education_4,son_2,0,0,pet_0,84,178,35,1970-01-01
reason_25,month_6,day_5,season_2,209,13,1970-01-01,28,274.8454951424641,97,0,education_1,son_2,0,0,pet_0,65,178,37,1970-01-01
reason_15,month_0,day_6,season_3,131,49,1970-01-01,46,250.92035928071118,86,1,education_2,son_1,0,0,pet_8,85,168,26,1970-01-01
reason_17,month_0,day_2,season_1,345,49,1970-01-01,37,307.23610879803687,85,1,education_4,son_0,1,1,pet_2,103,166,27,1970-01-01
reason_13,month_5,day_2,season_3,145,41,1970-01-01,30,313.0820355562257,89,1,education_4,son_2,1,0,pet_1,99,186,29,1970-01-01
reason_25,month_1,day_2,season_1,333,33,1970-01-01,47,239.33566390836688,87,0,education_4,son_1,1,1,pet_0,86,175,32,1970-01-01
