StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
03-Sep-21,23-Dec-24,Production Technician I,SVG,Active,Contract,Zone B,Part-Time,Unk,Size shake far example.,Production       ,Catv,20-04-1947,MA,Manager,Male,31979,Hispanic,Married,PIP,1
19-Nov-20,22-Oct-21,Production Technician I,WBL,Active,Part-Time,Zone C,Temporary,Retirement,Amount particular answer show.,Production       ,Engineers,12-04-1986,MA,Clerical,Female,88531,Asian,Married,Fully Meets,3
22-Nov-20,15-Jul-27,Production Technician I,BPC,Active,Contract,Zone B,Full-Time,Unk,Big large training region.,Production       ,People Services,20-03-1998,MA,Intern,Female,63021,Asian,Married,Fully Meets,3
16-Sep-20,06-Sep-23,Production Technician I,MSC,Active,Full-Time,Zone A,Full-Time,Retirement,Myself produce sit outside after.,Production       ,Field Operations,23-06-1994,MA,Laborer,Female,37464,Other,Divorced,Fully Meets,4
20-Jul-22,10-Jan-20,IT Manager - Support,PL,Active,Contract,Zone B,Temporary,Retirement,Somebody air turn. Dark civil any serious.,Production       ,Catv,11-11-1976,MA,Runner,Male,41309,Hispanic,Married,Fully Meets,5
04-Jun-22,23-Dec-23,Production Technician I,NEL,Terminated for Cause,Contract,Zone C,Part-Time,Retirement,If data from box movement bad service.,Production       ,Finance & Accounting,05-08-1953,MA,Project Coordinator,Male,63174,Hispanic,Single,Fully Meets,3
25-Dec-22,24-Apr-26,Software Engineering Manager,NEL,Active,Contract,Zone A,Part-Time,Unk,Page year stock own popular health.,Executive Office,Field Operations,23-10-1941,MA,Support,Male,72328,Hispanic,Single,Fully Meets,5
01-May-20,04-Sep-20,Production Technician I,PL,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Big large training region.,Production       ,Field Operations,10-02-1979,MA,Lineman,Male,32707,Other,Divorced,Fully Meets,3
21-Jan-23,23-Aug-27,IT Director,MSC,Active,Part-Time,Zone C,Temporary,Unk,Prevent involve hundred price.,Production       ,General - Con,08-07-1981,MA,Laborer,Female,4662,Other,Married,Fully Meets,3
29-Mar-21,29-Mar-25,Software Engineering Manager,BPC,Active,Part-Time,Zone C,Temporary,Unk,Administration away choose.,Production       ,Field Operations,07-09-1970,MA,Runner,Female,93646,Hispanic,Single,Fully Meets,1
20-Feb-20,15-Apr-23,Network Engineer,PL,Active,Contract,Zone B,Full-Time,Resignation,Participant candidate wonder growth agree.,IT/IS,Field Operations,31-08-1965,MA,Manager,Male,65276,Hispanic,Widowed,Fully Meets,3
28-Oct-18,11-Oct-21,Production Manager,BPC,Active,Contract,Zone B,Full-Time,Involuntary,Center west table security.,Software Engineering,Wireline Construction,26-07-1974,MA,Operator,Female,19369,Hispanic,Single,Fully Meets,3
26-Jul-21,10-Oct-22,Data Analyst ,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Lead throw others.,Software Engineering,Billable Consultants,26-03-1944,MA,Administration,Female,83476,Hispanic,Widowed,Exceeds,3
05-May-22,17-Aug-20,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Professor phone billion none very evidence.,Production       ,Field Operations,29-10-1974,MA,Safety,Female,11285,Black,Single,Fully Meets,3
13-Mar-23,11-Mar-29,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Unk,Weight join evidence oil father.,Production       ,Field Operations,28-05-1958,MA,Foreman,Male,13834,White,Single,Fully Meets,5
03-Apr-19,20-Feb-28,Production Technician I,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,Page year stock own popular health.,Production       ,Field Operations,09-06-1966,MA,Laborer,Male,63155,White,Widowed,Fully Meets,2
03-Nov-18,09-Aug-28,Director of Sales,MSC,Active,Contract,Zone C,Full-Time,Unk,Young risk quality natural foreign claim.,Production       ,General - Con,26-09-1948,MA,Flagger,Female,57545,White,Married,Fully Meets,3
03-Mar-19,26-Sep-21,Production Technician I,MSC,Active,Contract,Zone C,Part-Time,Retirement,New out peace director fish.,Production       ,Wireless,24-06-1945,MA,Laborer,Male,82674,Hispanic,Married,Fully Meets,5
23-Aug-21,20-Sep-26,Production Technician I,MSC,Active,Contract,Zone A,Full-Time,Unk,Condition control raise.,Production       ,Field Operations,23-10-1991,MA,Laborer,Male,54449,White,Widowed,Fully Meets,2
09-Jan-19,12-Apr-29,Production Technician I,EW,Active,Contract,Zone C,Part-Time,Unk,Hold season meeting voice.,Production       ,Wireline Construction,04-04-1977,MA,Supervisor,Female,90707,Black,Widowed,Fully Meets,3
05-Jan-23,25-Apr-22,Production Technician I,MSC,Active,Contract,Zone A,Part-Time,Voluntary,Board from heart ago allow list.,Production       ,Technology / It,30-07-1965,MA,Ceo,Female,52460,Other,Widowed,PIP,2
11-Sep-18,21-Jun-20,BI Director,NEL,Active,Full-Time,Zone A,Temporary,Resignation,Once type here really.,Executive Office,Field Operations,22-05-1989,MA,Planner,Male,44165,Hispanic,Divorced,Fully Meets,3
29-Nov-22,03-Dec-25,Production Technician I,PL,Active,Full-Time,Zone C,Part-Time,Unk,Practice school PM her help open tough.,Production       ,Field Operations,31-10-1982,MA,Welder,Male,33076,Asian,Married,Fully Meets,4
14-Feb-21,21-Jun-29,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Unk,Key real fill never sing feeling.,Production       ,Aerial,13-09-1971,MA,Associate,Male,18527,Other,Married,Fully Meets,4
26-Apr-21,29-Jul-19,Production Technician I,BPC,Leave of Absence,Part-Time,Zone C,Part-Time,Resignation,Stock true summer together social.,Production       ,Field Operations,30-01-1984,MA,Laborer,Male,41166,Asian,Married,Fully Meets,3
07-May-23,09-Jan-24,Production Technician I,BPC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,North rise until plan join.,Production       ,Field Operations,13-02-1996,MA,Laborer,Male,94004,Asian,Widowed,Fully Meets,3
14-Aug-19,29-Feb-28,Area Sales Manager,WBL,Active,Contract,Zone C,Temporary,Unk,Before room than city she.,Sales,Aerial,17-07-1961,NC,Engineer,Male,34489,Black,Widowed,Fully Meets,2
20-Jul-23,20-May-29,Production Technician I,MSC,Active,Contract,Zone C,Part-Time,Unk,Wonder worry life stand.,Production       ,Wireless,11-11-1993,MA,Project Coordinator,Female,58502,Hispanic,Married,PIP,4
12-Dec-18,08-Nov-23,Production Technician I,EW,Terminated for Cause,Contract,Zone A,Temporary,Voluntary,Take nice into true side job.,Production       ,Field Operations,18-10-1958,MA,Laborer,Female,78764,Other,Single,Fully Meets,3
02-Feb-21,11-Jan-21,IT Manager - Support,PL,Active,Full-Time,Zone B,Temporary,Voluntary,A parent bit rich. Reflect north sometimes card.,Production       ,General - Con,04-12-1946,MA,Groundman,Female,71867,White,Single,Fully Meets,1
28-Jun-21,26-Sep-22,Production Technician I,PL,Active,Contract,Zone C,Part-Time,Retirement,Food fire property exist southern audience.,Production       ,Yard (Material Handling),19-12-1951,MA,Vp,Female,74268,Other,Married,Fully Meets,4
24-Nov-21,27-Oct-27,Principal Data Architect,MSC,Active,Contract,Zone C,Temporary,Unk,Amount particular answer show.,Production       ,Technology / It,25-09-1999,MA,Executive Assistant,Male,74565,Asian,Single,PIP,5
01-Aug-22,01-Nov-19,Production Technician I,BPC,Terminated for Cause,Full-Time,Zone B,Temporary,Resignation,Easy film last fact discuss. Enough worker wall.,Production       ,General - Sga,25-05-1990,MA,Mechanic,Male,6043,Black,Widowed,Fully Meets,3
23-Feb-20,02-Sep-27,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Unk,Practice school PM her help open tough.,Production       ,Splicing,06-06-1997,MA,Manager,Female,7122,Hispanic,Divorced,Fully Meets,1
22-May-20,15-Jan-29,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Unk,Reason stock professional clear allow two town.,Production       ,Splicing,22-12-1995,MA,Administration,Male,80532,Hispanic,Married,Fully Meets,3
18-Dec-21,17-Sep-21,Area Sales Manager,WBL,Active,Contract,Zone B,Full-Time,Resignation,Station another son positive.,Sales,General - Con,24-07-1973,ND,Operator,Male,41699,Black,Divorced,Exceeds,3
24-Feb-19,03-Apr-26,Sales Manager,CCDR,Active,Part-Time,Zone A,Temporary,Unk,Information race relate rich poor already make.,Production       ,Technology / It,06-02-1985,MA,Ceo,Female,84984,White,Single,Fully Meets,5
10-Sep-18,25-Feb-21,Production Technician I,NEL,Terminated for Cause,Part-Time,Zone A,Full-Time,Voluntary,Simply game everyone despite line.,Production       ,Aerial,16-12-1965,MA,Tester,Male,5773,White,Widowed,Fully Meets,3
13-Sep-22,25-Mar-27,Network Engineer,PYZ,Active,Full-Time,Zone B,Temporary,Unk,Manager lead both sing.,Production       ,General - Sga,03-11-1978,MA,Billing,Female,73260,Asian,Widowed,Fully Meets,3
22-Jul-21,03-Apr-20,Production Technician I,SVG,Active,Full-Time,Zone C,Temporary,Voluntary,Myself produce sit outside after.,Production       ,General - Con,21-02-1982,MA,Controller,Female,60738,Other,Divorced,Fully Meets,4
19-Sep-19,05-May-28,Accountant I,TNS,Active,Contract,Zone C,Full-Time,Unk,Happen ability as term fish.,Executive Office,General - Con,18-06-1951,MA,Services,Male,6870,Asian,Divorced,Fully Meets,3
02-Jun-21,06-Feb-20,Area Sales Manager,SVG,Active,Contract,Zone C,Part-Time,Involuntary,Little imagine career he produce program.,Sales,Splicing,10-04-1965,WA,Technician,Female,23082,Hispanic,Widowed,Fully Meets,1
20-Oct-18,06-May-24,Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Unk,Sound there everybody anything.,Production       ,Billable Consultants,17-08-1998,MA,Top Hand,Female,57578,White,Single,Fully Meets,3
20-Dec-22,03-Mar-24,Data Analyst,SVG,Active,Full-Time,Zone C,Temporary,Unk,Talk into between trip final.,Production       ,Safety,12-08-1981,MA,Project Manager,Female,27491,White,Divorced,Fully Meets,2
03-Jul-21,07-Oct-24,Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Unk,Guy ten dream. Thing he care series.,Production       ,Field Operations,25-08-1998,MA,Laborer,Female,70891,Asian,Divorced,Needs Improvement,3
02-May-22,16-May-23,Senior BI Developer,CCDR,Leave of Absence,Contract,Zone C,Temporary,Involuntary,Speak high idea reach both. Many policy rock six.,Production       ,Billable Consultants,10-05-1956,MA,Executive Assistant,Male,21616,Asian,Widowed,Fully Meets,5
18-Feb-19,26-Jan-19,Data Analyst ,SVG,Active,Part-Time,Zone C,Temporary,Resignation,Area card test push day effect.,IT/IS,Billable Consultants,26-06-1954,MA,Manager,Male,51560,Other,Single,Fully Meets,3
02-May-20,11-Mar-24,IT Manager - Support,WBL,Active,Full-Time,Zone A,Temporary,Unk,Line know television.,Production       ,Splicing,13-08-1970,MA,Administrative,Female,38592,Black,Single,Fully Meets,5
27-Nov-19,24-Jan-20,Production Technician I,WBL,Terminated for Cause,Full-Time,Zone A,Part-Time,Involuntary,Six agreement take. Newspaper back land health.,Production       ,Billable Consultants,03-12-1977,MA,Construction Manager,Female,61838,Other,Single,Fully Meets,4
03-Nov-21,03-Jul-20,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Voluntary,Mr chair subject then technology.,Production       ,Aerial,09-12-1956,MA,Business Development,Female,18416,White,Single,Exceeds,3
13-Feb-20,06-Feb-22,Production Technician I,TNS,Active,Contract,Zone C,Temporary,Resignation,Anyone include world claim up.,Production       ,Yard (Material Handling),02-06-1983,MA,Estimator,Female,68772,Asian,Married,Fully Meets,3
29-Dec-18,12-Mar-22,Database Administrator,WBL,Active,Contract,Zone B,Temporary,Involuntary,Radio fight consumer senior traditional himself.,Admin Offices,Catv,16-11-1975,MA,Clerk,Male,58713,Asian,Single,Fully Meets,5
13-Dec-18,12-Jan-23,Director of Operations,EW,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,General - Eng,08-12-1943,MA,Project Manager,Female,19550,Other,Single,Fully Meets,3
31-Jan-23,15-Jul-27,IT Director,PL,Active,Part-Time,Zone C,Temporary,Unk,Page year stock own popular health.,Executive Office,General - Con,09-10-1955,MA,Planner,Male,33827,White,Widowed,Fully Meets,3
13-Dec-18,15-Sep-23,Production Technician I,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Yourself book budget product.,Production       ,Technology / It,08-04-1951,MA,Mechanic,Female,61022,Asian,Single,Fully Meets,3
02-Feb-21,31-Mar-26,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Unk,Big large training region.,Production       ,Yard (Material Handling),26-08-1980,MA,Model Assistant,Female,14044,Hispanic,Married,Fully Meets,3
10-Jul-21,05-Aug-21,Production Technician I,CCDR,Active,Full-Time,Zone B,Full-Time,Voluntary,Shake war over young like anything order.,Production       ,General - Con,22-06-1970,MA,Construction Manager,Female,34388,Other,Married,Fully Meets,3
09-Dec-18,12-May-26,Production Technician I,CCDR,Active,Contract,Zone A,Part-Time,Unk,Amount particular answer show.,Production       ,Fielders,16-01-1983,MA,Laborer,Female,3113,Black,Married,Fully Meets,4
10-Oct-19,26-Jul-21,Production Technician I,CCDR,Active,Part-Time,Zone C,Full-Time,Retirement,Dinner level write land effort.,Production       ,Splicing,10-10-1990,MA,Program Manager,Male,19924,Other,Single,Fully Meets,3
13-Oct-22,28-Nov-23,Production Technician I,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Once type here really.,Production       ,General - Con,24-12-1979,MA,Foreman,Male,44950,Asian,Married,Fully Meets,3
27-Mar-20,30-Aug-24,Network Engineer,PYZ,Active,Contract,Zone A,Part-Time,Unk,Control head ground agreement check ever.,Production       ,Field Operations,12-08-1991,MA,Shop,Male,20945,Asian,Single,Fully Meets,5
21-Jul-22,21-Jul-24,Production Technician I,EW,Active,Part-Time,Zone A,Temporary,Unk,Remember teacher produce use voice.,Production       ,Fielders,28-01-1983,MA,Tester,Male,54033,Asian,Divorced,Fully Meets,3
11-Mar-21,20-Jan-28,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Unk,Light free he rest thought.,Production       ,Yard (Material Handling),03-04-1996,MA,Supervisor,Female,70052,White,Single,Fully Meets,3
13-May-19,21-Aug-20,Production Technician I,SVG,Future Start,Part-Time,Zone B,Part-Time,Voluntary,Beat hand ready reason development else doctor.,Production       ,Field Operations,22-11-1971,MA,Laborer,Male,83082,White,Married,Fully Meets,2
26-Aug-18,02-Nov-20,Sr. Accountant,PYZ,Active,Contract,Zone B,Part-Time,Resignation,Particularly box maybe.,Executive Office,Executive,09-12-1951,MA,Business Development,Male,28993,Black,Married,Fully Meets,2
